clip_name,n_annotators,video_id,embed_code,youtube_url,descriptions,interest,alarm,confusion,understanding,frustration,relief,sorrow,joy,anger,gratitude,fear,hope,boredom,surprise,disgust,desire
anim_bouncer_requesttoplay_01,2,694,pPDEh1ydWYo,https://www.youtube.com/watch?v=pPDEh1ydWYo,The robots eyes turn into a paddleball (?) to indicate an idle animation. | the eyes turn to a ping pong type game then back to the normal eyes,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_bouncer_rerequest_01,2,682,unQo4SFy3co,https://www.youtube.com/watch?v=unQo4SFy3co,The robot looked around a little and then its eyes turned into a bouncing ball. | this robot activies is normal,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
anim_bouncer_timeout_01,2,693,79tlMcjZTNo,https://www.youtube.com/watch?v=79tlMcjZTNo,"The robot scoots backwards and slams his 'arms' on the floor. | curves backwards, slamming arms to ground",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_bouncer_wait_01,2,681,KgR51Wl6erg,https://www.youtube.com/watch?v=KgR51Wl6erg,"The robot stood still, and slowly moved its eyes left and right a little. | this robot is peace and activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
anim_bouncer_wait_02,2,692,QScm4nqh-Gs,https://www.youtube.com/watch?v=QScm4nqh-Gs,"The robot blinks once and does not move. | doesn't move, slightly glances to the right",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_bouncer_wait_03,2,680,uL85_bIFHo4,https://www.youtube.com/watch?v=uL85_bIFHo4,The robot's turned on its head light and blinked. | robot's is peace full and not moving,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_123go,2,691,_y5oM8HNUG4,https://www.youtube.com/watch?v=_y5oM8HNUG4,The robot nudges the viewer. Very cute. | moves back and forward with an increasing higher pitched voice tone,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_bored_01,2,679,gn6j878BHCY,https://www.youtube.com/watch?v=gn6j878BHCY,"The robot nodded, made a small noise as though it was amazed, and then looked down. | robot's is hopefull to activities",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
anim_codelab_chicken_01,2,677,DiL_KcWlhNk,https://www.youtube.com/watch?v=DiL_KcWlhNk,The robot laughed a little and quickly slammed its arms down lightly on the floor. | robot's activies is to joyfull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_chicken_01_head_angle_-20,2,590,O0yDBrTgZlg,https://www.youtube.com/watch?v=O0yDBrTgZlg,This robot seems like it it is happy and interested at the same time. Through its noise and eye movement it seems like the robot could be involved in something interesting. | the robot Common Symptoms of Panic attacks,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_chicken_01_head_angle_20,2,678,XGmiQ1ozHD8,https://www.youtube.com/watch?v=XGmiQ1ozHD8,"The robot looked up, laughed, and tapped its arms a little on the floor. | this robot look is understanding this movement",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_chicken_01_head_angle_40,2,589,g1hS-UJ4xPY,https://www.youtube.com/watch?v=g1hS-UJ4xPY,"This robot seems that it it is happy and laughing. It makes a noise like it is laughing and also trembles, mimicking a human laughing . | We Feel About Robots That Feel in sorrow",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_cow_01_head_angle_-20,2,588,fVwqVgSx-RI,https://www.youtube.com/watch?v=fVwqVgSx-RI,The robot seems playful that it is interested in something and content in keeping the same thing that is keeping it's attention. | the robot is frustration,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_cow_01_head_angle_20,2,676,6dOvApWjaNM,https://www.youtube.com/watch?v=6dOvApWjaNM,"The robot looked up, squinted its eyes a bit, nodded its head, and raised its arms halfway. | this robot understanding to activities",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_cow_01_head_angle_40,2,587,nRQPmDQg7vI,https://www.youtube.com/watch?v=nRQPmDQg7vI,The robot seems to be angry about something in the beginning and then lashes out in a violent movement. | the robot is confused,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_cubetap,2,675,dZAnMeDJibk,https://www.youtube.com/watch?v=dZAnMeDJibk,The robot made a short swooshing sound and threw its arms up. | this robot fells or interested,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_codelab_duck_01,2,586,Od1EFMm9zPI,https://www.youtube.com/watch?v=Od1EFMm9zPI,This robot seems like it is angry and almost ready to attack. It lifts the arms and swings around in a violent motion. | the robot is joyfully hearing the task,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_elephant_01,2,674,R6X06J2dBKI,https://www.youtube.com/watch?v=R6X06J2dBKI,Robot raises its arms and flaps them on the floor | looks up and raises arms up to defend itself,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
anim_codelab_frightenedcozmo_01,2,585,2yue0k6ozsc,https://www.youtube.com/watch?v=2yue0k6ozsc,This robot seems excited and hopeful. The noise it makes sounds like it is eager for something and it almost seems to shake with anticipation. | blinking slowly at the robot,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
anim_codelab_frog_01,2,673,f1cmpVF9XuE,https://www.youtube.com/watch?v=f1cmpVF9XuE,Robot moves forward and makes some sound while raising arm | jumps backward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
anim_codelab_getin_01,2,584,JG_RBc0UlDk,https://www.youtube.com/watch?v=JG_RBc0UlDk,This robot looks like it is confused and regretful. You can see the eyes widen big and then shut closed with despair. | the robot is moving backwords,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_getout_01,2,672,oONYF1vZiQI,https://www.youtube.com/watch?v=oONYF1vZiQI,Robot moves sideways and makes hissing sound | looks around alarmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0
anim_codelab_ghoulish_creeping_01,2,583,y0KY8RU4THM,https://www.youtube.com/watch?v=y0KY8RU4THM,"It moves backwards a bit, then forward. It moves its head up and down. | the robot is in desire",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
anim_codelab_kitchen_eating_01,2,671,MCiAdOcGank,https://www.youtube.com/watch?v=MCiAdOcGank,"Robot raises its arms and makes a sound as it tries to move | looks straight, jiggles its eyes and waves its arms around",0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_kitchen_yucky_01,2,582,CTiCb9P5S6E,https://www.youtube.com/watch?v=CTiCb9P5S6E,It moves backwards. It shakes from side to side. | the robot is in confusion,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
anim_codelab_lightshow_idle,2,670,rka1RU2pzJ8,https://www.youtube.com/watch?v=rka1RU2pzJ8,"Robot moves back and forth and sideways while raising its arms and head and making sound | moves back and forward in a dance, lifting its arms all the way near the end",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
anim_codelab_magicfortuneteller_inquistive,2,581,Yj8a2RD91SA,https://www.youtube.com/watch?v=Yj8a2RD91SA,It moves its head and arms up and down. | the robot is in boredom,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_codelab_rooster_01_head_angle_20,2,580,73rQceFnu-s,https://www.youtube.com/watch?v=73rQceFnu-s,It moves its head up and down. | the robot is in sorrow,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_rooster_01_head_angle_40,2,668,659hQnaEOic,https://www.youtube.com/watch?v=659hQnaEOic,"Robot raises its head and makes sound | looks up and down, arms moving up and down slightly",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
anim_codelab_scarycozmo_01,2,579,p5XDEA0lnzs,https://www.youtube.com/watch?v=p5XDEA0lnzs,It raises its arms above its head. | the robot is in fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_sheep_01,2,667,CeVD5RoVqcY,https://www.youtube.com/watch?v=CeVD5RoVqcY,"Robot raises its head, makes bird-like sound and moves forward | nods at screen and laughs, moving slightly forward",0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_staring_loop,2,578,FF5AN3sywX4,https://www.youtube.com/watch?v=FF5AN3sywX4,It stands still. The eyes seem to close. | the robot is in boredom,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_codelab_tiger_01_head_angle_-20,2,666,Dg4k1jidp2Y,https://www.youtube.com/watch?v=Dg4k1jidp2Y,"Robot tries to move front and sideways while raising its head and making sound | looks down, squints, jumps at the screen with teasing eyes",0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_tiger_01_head_angle_20,2,577,OJ8rsbNrDOs,https://www.youtube.com/watch?v=OJ8rsbNrDOs,It moves its head up and down repeatedly. It taps the floor with its arms. | the robot is in confusion,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
anim_codelab_tiger_01_head_angle_40,2,665,hpmSAhj-zyk,https://www.youtube.com/watch?v=hpmSAhj-zyk,"Robot flaps its arms on the floor as it tries to move front and sideways | looks at the screen, eyes boggling, then jumps at the screen, arms tapping the g round",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
anim_codelab_tinyorchestra_conducting,2,576,SpLRVRjeRNI,https://www.youtube.com/watch?v=SpLRVRjeRNI,It moves its head and arms up and down. | the robot is in joy,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_tinyorchestra_takataka_01,2,664,m155PKA0DEg,https://www.youtube.com/watch?v=m155PKA0DEg,Robot raises its head as it makes a bird-like sound | moves towards screen happily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
anim_codelab_vampirebite_01,2,575,y84uaRDDRE4,https://www.youtube.com/watch?v=y84uaRDDRE4,It raises its arms up sharply. It moves forward and back and shakes. Its eyes seem to be angry. | the robot is in joy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_codelab_zombiecrawl_01,2,663,I3se2pOuye0,https://www.youtube.com/watch?v=I3se2pOuye0,"Robot moves straight making a hissing sound | The robot looks up, makes a sound and moves forward",0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
anim_cozmosays_app_getin,2,574,6kXQLnx1yq8,https://www.youtube.com/watch?v=6kXQLnx1yq8,It moves its head and arms up and down. It blinks. | the robot is in boredom,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_cozmosays_app_getout_01,2,662,sb6M9Fo3ZZA,https://www.youtube.com/watch?v=sb6M9Fo3ZZA,Robot moves sideways while making hissing sound | The robot turns to the right and makes a noise,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
anim_cozmosays_app_getout_02,2,573,ouEReCNLo4o,https://www.youtube.com/watch?v=ouEReCNLo4o,robor feel fear | He moved around a little.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_badword_01_head_angle_-20,2,661,oSbbmqt2eZM,https://www.youtube.com/watch?v=oSbbmqt2eZM,"Robot makes hissing sound as it moves its arms up and down | it opens its eyes, angrily lifts arms",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0
anim_cozmosays_badword_01_head_angle_20,2,572,VAb_1qslEVQ,https://www.youtube.com/watch?v=VAb_1qslEVQ,robort feels sorrow | He slammed its arms up and down twice.,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
anim_cozmosays_badword_01_head_angle_40,2,660,it9tklBLSN4,https://www.youtube.com/watch?v=it9tklBLSN4,Robot moves its arms up and down while trying to move and making hissing sound | The robot angrily lifts its arm and turns and lifts arms again,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_cozmosays_badword_02_head_angle_-20,2,571,eifO3685thE,https://www.youtube.com/watch?v=eifO3685thE,"robort feels confusion | He bowed its head, and moved around a little",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_badword_02_head_angle_20,2,659,yqF55VZ6Btg,https://www.youtube.com/watch?v=yqF55VZ6Btg,"Robot moves back and forth while making a hissing sound and while the screen is on | It wakes up, jumps around a bit, then moves forward",0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
anim_cozmosays_badword_02_head_angle_40,2,570,J8UoeoH3SkA,https://www.youtube.com/watch?v=J8UoeoH3SkA,"robot feels fear | He lifted its head a little, and moved around",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
anim_cozmosays_getin_long_01_head_angle_-20,2,658,DdfScL8o2qs,https://www.youtube.com/watch?v=DdfScL8o2qs,"Robot moves back and forth while its screen is on | The robot looks up, jumps back sort of in surprise, then lowers head",0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_getin_long_01_head_angle_20,2,569,tekF32DZnmw,https://www.youtube.com/watch?v=tekF32DZnmw,"robot feel confusion | He moved his head up, backed up, and moved its arms.",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_getin_long_01_head_angle_40,2,657,44587vnk4JE,https://www.youtube.com/watch?v=44587vnk4JE,"Robot tries to move forward but also makes a step back while its screen is on | The robot lifts its head, moves back, lifts arms slightly, moves forward slightly",0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_getin_medium_01,2,655,5k_pCojG0pc,https://www.youtube.com/watch?v=5k_pCojG0pc,"Robot makes sound as it tries to move | The robot moves , blinks its eyes, then raises and lowers its arms, then moves forward",0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_getin_medium_01_head_angle_-20,2,568,KXEPp26WVdQ,https://www.youtube.com/watch?v=KXEPp26WVdQ,"robot feel surprise | He moved back a little, and moved up, and moved its arms",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_getin_medium_01_head_angle_20,2,656,qBn1O5vtsbI,https://www.youtube.com/watch?v=qBn1O5vtsbI,"Robot lights up and moves forward as its front compartment is raised | The robot wakes up, lifts its head then lifts arms and moves forward",0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_getin_medium_01_head_angle_40,2,567,QXnsdIGMQuY,https://www.youtube.com/watch?v=QXnsdIGMQuY,"robot feel interest | He lifted his head, and slammed his arms down.",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_cozmosays_getin_short_01_head_angle_-20,1,566,_iXxGAiCYrY,https://www.youtube.com/watch?v=_iXxGAiCYrY,robort fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_getin_short_01_head_angle_20,2,654,m5oYCcSsafs,https://www.youtube.com/watch?v=m5oYCcSsafs,"The robot is hissing while dropping its front compartment | The robot lifts and lowers it's ""head"", moves forward then lifts and lowers its ""arms""",0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
anim_cozmosays_getin_short_01_head_angle_40,2,565,zi6GZfzUnOE,https://www.youtube.com/watch?v=zi6GZfzUnOE,"robot feels joy | He lifted his head, moved up, and moved his arms up",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_getout_long_01_head_angle_-20,2,653,zXNzux2Wgdg,https://www.youtube.com/watch?v=zXNzux2Wgdg,Sleeping robot abruptly wakes up. | it is interest and confusion and sorrow,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_getout_long_01_head_angle_20,2,564,BpZgKFdEjEY,https://www.youtube.com/watch?v=BpZgKFdEjEY,"anger | He lifted his head, and moved a little.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_getout_long_01_head_angle_40,2,652,bAFl116AHUE,https://www.youtube.com/watch?v=bAFl116AHUE,Robot sees something above him move. | the robot is sorrow and anger,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_getout_medium_01_head_angle_-20,2,563,urjUmTnHpGk,https://www.youtube.com/watch?v=urjUmTnHpGk,"The robot moves it's eye back and forth, then puts it's arm up and down abruptly. | He looks around quickly and moves forward slightly.",0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_getout_medium_01_head_angle_20,1,651,Jpk4KKsAY6s,https://www.youtube.com/watch?v=Jpk4KKsAY6s,this is joy and hope,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
anim_cozmosays_getout_medium_01_head_angle_40,2,562,H8C-ZhuazR8,https://www.youtube.com/watch?v=H8C-ZhuazR8,The robot moves it's arm up and down with it's head signaling anger. | He looks up and down quickly and moves forward.,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_getout_short_01,2,560,4q04HYlYd5Y,https://www.youtube.com/watch?v=4q04HYlYd5Y,"The robot moves back and forth, while putting it's arm up and down in frustration. | He looks around and then down real quick.",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anim_cozmosays_getout_short_01_head_angle_-20,2,650,4g8YLNe0_cU,https://www.youtube.com/watch?v=4g8YLNe0_cU,"Robot raises arms and looks down, then lowers arms and looks up. | it is boredom and frustration",0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5
anim_cozmosays_getout_short_01_head_angle_40,1,649,N2MqkDLxHiY,https://www.youtube.com/watch?v=N2MqkDLxHiY,this is interest and gratitute,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_speakloop_01,2,648,C7sJkO8B9eM,https://www.youtube.com/watch?v=C7sJkO8B9eM,Robot stares ahead. | the robot is understand and confusion,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
anim_cozmosays_speakloop_02,2,559,YwTeDqL9qxI,https://www.youtube.com/watch?v=YwTeDqL9qxI,"The robot is very still and quiet, it just moves it's eyes slightly. | Eyes look like they squint.",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
anim_cozmosays_speakloop_03,2,647,t8hiek71yQw,https://www.youtube.com/watch?v=t8hiek71yQw,Robot stares blankly. | it is frustration and desire,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5
anim_cozmosings_100_song_01,2,646,Rivzzp9UhqE,https://www.youtube.com/watch?v=Rivzzp9UhqE,Robot sings and dances. | this is interest and joy,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anim_cozmosings_120_song_01,2,557,f69MRq1KN8E,https://www.youtube.com/watch?v=f69MRq1KN8E,The robot makes noises in a pattern that creates a song. | He moves back and forth smiling and then side to side like dancing.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anim_cozmosings_80_song_01,2,558,8hhcuTayuQ8,https://www.youtube.com/watch?v=8hhcuTayuQ8,"The robot makes a song, while moving it's head up and down and moves back and forth. | He moves die to side and then front and back.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
